"","parm_cd","description","characteristicname","measureunitcode","resultsamplefraction","resulttemperaturebasis","resultstatisticalbasis","resulttimebasis","resultweightbasis","resultparticlesizebasis","last_rev_dt"
"9292","91092","Trichloroethene, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), milligrams per liter","Trichloroethylene","mg/l","","","","","","","2009-03-24"
"9293","91093","Vinyl chloride, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), milligrams per liter","Vinyl chloride","mg/l","","","","","","","2009-03-24"
"9294","91094","Arsenic, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter","Arsenic","ug/l","","","","","","","2008-02-21"
"9295","91095","Barium, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter","Barium","ug/l","","","","","","","2008-02-21"
"9296","91096","Cadmium, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter","Cadmium","ug/l","","","","","","","2008-02-21"
"9297","91097","Chromium, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter","Chromium","ug/l","","","","","","","2008-02-21"
"9298","91098","Lead, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter","Lead","ug/l","","","","","","","2008-02-21"
"9299","91099","Selenium, waste/reagent water mixture leachate, EPA Toxicity Characteristic Leaching Procedure (1311), micrograms per liter","Selenium","ug/l","","","","","","","2008-02-21"
"9300","91700","Arsenic, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Arsenic","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9301","91701","Cadmium, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Cadmium","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9302","91702","Lead, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Lead","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9303","91703","Uranium, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Uranium","mg/kg","Recoverable","","","","Dry","","2014-10-03"
"9304","91704","Aluminum, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Aluminum","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9305","91705","Chromium, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Chromium","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9306","91706","Copper, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Copper","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9307","91707","Iron, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Iron","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9308","91708","Manganese, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Manganese","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9309","91709","Nickel, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Nickel","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9310","91710","Vanadium, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Vanadium","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9311","91711","Zinc, solids, 10% nitric acid extracted, recoverable, dry weight, milligrams per kilogram","Zinc","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9312","91712","Iron, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Iron","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9313","91713","Manganese, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Manganese","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9314","91714","Aluminum, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Aluminum","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9315","91715","Potassium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Potassium","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9316","91716","Sodium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Sodium","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9317","91717","Magnesium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Magnesium","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9318","91718","Calcium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Calcium","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9319","91719","Chromium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Chromium","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9320","91720","Nickel, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Nickel","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9321","91721","Copper, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Copper","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9322","91722","Zinc, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Zinc","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9323","91723","Lead, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Lead","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9324","91724","Vanadium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Vanadium","mg/kg","Recoverable","","","","Dry","","2013-09-30"
"9325","91725","Uranium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram","Uranium","mg/kg","Recoverable","","","","Dry","","2014-10-03"
"9326","91726","Iron(II), solids, extracted by 0.5 M HCl, dry weight, milligram per kilogram","Ferric ion","mg/kg","","","","","Dry","","2010-09-24"
"9327","92000","PROTOZOA                    USGS,ACL-76","Protozoa","#/ml","Total","","","","","","2014-10-03"
"9328","92002","FORAMINIFERIDA          (2) USGS,ACL-77","Foraminiferida","#/ml","Total","","","","","","2014-10-03"
"9329","92015","PORIFERA                (0) USGS,ACL-75","Porifera","count","Total","","","","","","2014-10-03"
"9330","92018","SPONGILLIDAE            (3) USGS,ACL-76","Spongillidae","count","Total","","","","","","2014-10-03"
"9331","92019","SPONGILLA               (4) USGS,ACL-76","Spongilla","count","Total","","","","","","2014-10-03"
"9332","92023","CTENOPHORA              (0) USGS,ACL-75","Ctenophora","count","Total","","","","","","2014-10-03"
"9333","92024","NEMERTEA                (0) USGS,ACL-77","Nemertea","count","Total","","","","","","2014-10-03"
"9334","92025","ENOPLA                  (1) USGS,ACL-77","Enopla","count","Total","","","","","","2014-10-03"
"9335","92026","HOPLONEMERTEA           (2) USGS,ACL-77","Hoplonemertea","count","Total","","","","","","2014-10-03"
"9336","92027","TETRASTEMMATIDAE        (3) USGS,ACL-77","Tetrastemmatidae","count","Total","","","","","","2014-10-03"
"9337","92028","PROSTOMA                (4) USGS,ACL-77","Prostoma","count","Total","","","","","","2014-10-03"
"9338","92029","TETRASTEMMA             (4) USGS,ACL-77","Tetrastemma","count","Total","","","","","","2014-10-03"
"9339","92030","EMPLECTONEMATIDAE       (3) USGS,ACL-77","Emplectonematidae","count","Total","","","","","","2014-10-03"
"9340","92032","OTOTYPHLONEMERTIDAE     (3) USGS,ACL-77","Ototyphlonemertidae","count","Total","","","","","","2014-10-03"
"9341","92033","PROSORHOCHMIDAE         (3) USGS,ACL-77","Prosorhochmidae","count","Total","","","","","","2014-10-03"
"9342","92034","AMPHIPORIDAE            (3) USGS,ACL-77","Amphiporidae","count","Total","","","","","","2014-10-03"
"9343","92035","AMPHIPORUS              (4) USGS,ACL-77","Amphiporus","count","Total","","","","","","2014-10-03"
"9344","92036","BDELLONEMERTEA          (2) USGS,ACL-77","Bdellonemertea","count","Total","","","","","","2014-10-03"
"9345","92037","ANOPLA                  (1) USGS,ACL-77","Anopla","count","Total","","","","","","2014-10-03"
"9346","92038","PALEONEMERTEA           (2) USGS,ACL-77","Paleonemertea","count","Total","","","","","","2014-10-03"
"9347","92039","TUBULANIDAE             (3) USGS,ACL-77","Tubulanidae","count","Total","","","","","","2014-10-03"
"9348","92040","CARINOMIDAE             (3) USGS,ACL-77","Carinomidae","count","Total","","","","","","2014-10-03"
"9349","92041","CEPHALOTHRICIDAE        (3) USGS,ACL-77","Cephalothricidae","count","Total","","","","","","2014-10-03"
"9350","92042","LINEIDAE                (3) USGS,ACL-77","Lineidae","count","Total","","","","","","2014-10-03"
"9351","92043","LINEUS                  (4) USGS,ACL-77","Lineus","count","Total","","","","","","2014-10-03"
"9352","92044","MICRURA                 (4) USGS,ACL-77","Micrura","count","Total","","","","","","2014-10-03"
"9353","92045","CEREBRATULUS            (4) USGS,ACL-77","Cerebratulus","count","Total","","","","","","2014-10-03"
"9354","92046","HETERONEMERTEA          (2) USGS,ACL-77","Heteronemertea","count","Total","","","","","","2014-10-03"
"9355","92047","BRACHIOPODA             (0) USGS,ACL-75","Brachiopoda","count","Total","","","","","","2014-10-03"
"9356","92048","PHORONIDA               (0) USGS,ACL-75","Phoronida","count","Total","","","","","","2014-10-03"
"9357","92049","SIPUNCULOIDEA           (0) USGS,ACL-75","Sipunculoidea","count","Total","","","","","","2014-10-03"
"9358","92051","EPITHEMIACEAE           (3) USGS,ACL-75","Epithemiaceae","count","Total","","","","","","2014-10-03"
"9359","92052","CHAETOGNATHA            (0) USGS,ACL-75","Chaetognatha","count","Total","","","","","","2014-10-03"
"9360","92053","ROTIFERA                (0) USGS,ACL-76","Rotifera","#/ml","Total","","","","","","2014-10-03"
"9361","92057","BDELLOIDEA              (1) USGS,ACL-76","Bdelloidea","#/ml","Total","","","","","","2014-10-03"
"9362","92071","PHILODINA               (4) USGS,ACL-77","Philodina","#/ml","Total","","","","","","2014-10-03"
"9363","92084","PLOIMA                  (2) USGS,ACL-76","Ploima","#/ml","Total","","","","","","2014-10-03"
"9364","92087","BRACHIONUS              (4) USGS,ACL-77","Brachionus","#/ml","Total","","","","","","2014-10-03"
"9365","92092","EUCHLANIS               (4) USGS,ACL-77","Euchlanis","#/ml","Total","","","","","","2014-10-03"
"9366","92093","KELLICOTTIA             (4) USGS,ACL-77","Kellicottia","#/ml","Total","","","","","","2014-10-03"
"9367","92094","KERATELLA               (4) USGS,ACL-77","Keratella","#/ml","Total","","","","","","2014-10-03"
"9368","92095","LOPHOCHARIS             (4) USGS,ACL-77","Lophocharis","#/ml","Total","","","","","","2014-10-03"
"9369","92096","MACROCHAETUS            (4) USGS,ACL-77","Macrochaetus","#/ml","Total","","","","","","2014-10-03"
"9370","92099","MYTILINA                (4) USGS,ACL-77","Mytilina","#/ml","Total","","","","","","2014-10-03"
"9371","92100","NOTHOLCA                (4) USGS,ACL-77","Notholca","#/ml","Total","","","","","","2014-10-03"
"9372","92104","TRICHOTRIA              (4) USGS,ACL-77","Trichotria","#/ml","Total","","","","","","2014-10-03"
"9373","92108","LEPADELLA               (4) USGS,ACL-77","Lepadella","#/ml","Total","","","","","","2014-10-03"
"9374","92111","LECANIDAE               (3) USGS,ACL-76","Lecanidae","#/ml","Total","","","","","","2014-10-03"
"9375","92112","LECANE                  (4) USGS,ACL-77","Lecane","#/ml","Total","","","","","","2014-10-03"
"9376","92113","MONOSTYLA               (4) USGS,ACL-77","Monostyla","#/ml","Total","","","","","","2014-10-03"
"9377","92116","PROALES                 (4) USGS,ACL-77","Proales","#/ml","Total","","","","","","2014-10-03"
"9378","92119","NOTOMMATIDAE            (3) USGS,ACL-76","Notommatidae","#/ml","Total","","","","","","2014-10-03"
"9379","92120","CEPHALODELLA            (4) USGS,ACL-77","Cephalodella","#/ml","Total","","","","","","2014-10-03"
"9380","92129","NOTOMMATA               (4) USGS,ACL-77","Notommata","#/ml","Total","","","","","","2014-10-03"
"9381","92134","SCARIDIUM               (4) USGS,ACL-77","Scaridium","#/ml","Total","","","","","","2014-10-03"
"9382","92141","TRICHOCERCIDAE          (3) USGS,ACL-76","Trichocercidae","#/ml","Total","","","","","","2014-10-03"
"9383","92144","TRICHOCERCA             (4) USGS,ACL-77","Trichocerca","#/ml","Total","","","","","","2014-10-03"
"9384","92145","GASTROPIDAE             (3) USGS,ACL-76","Gastropidae","#/ml","Total","","","","","","2014-10-03"
"9385","92146","ASCOMORPHA              (4) USGS,ACL-77","Ascomorpha","#/ml","Total","","","","","","2014-10-03"
"9386","92166","ASPLANCHNIDAE           (3) USGS,ACL-76","Asplanchnidae","#/ml","Total","","","","","","2014-10-03"
"9387","92167","ASPLANCHNA              (4) USGS,ACL-77","Asplanchna","#/ml","Total","","","","","","2014-10-03"
"9388","92170","SYNCHAETIDAE            (3) USGS,ACL-76","Synchaetidae","#/ml","Total","","","","","","2014-10-03"
"9389","92171","PLOESOMA                (4) USGS,ACL-77","Ploesoma","#/ml","Total","","","","","","2014-10-03"
"9390","92172","POLYARTHRA              (4) USGS,ACL-77","Polyarthra","#/ml","Total","","","","","","2014-10-03"
"9391","92173","SYNCHAETA               (4) USGS,ACL-77","Synchaeta","#/ml","Total","","","","","","2014-10-03"
"9392","92177","FLOSCULARIACEAE         (2) USGS,ACL-76","Flosculariaceae","#/ml","Total","","","","","","2014-10-03"
"9393","92178","TESTUDINELLIDAE         (3) USGS,ACL-76","Testudinellidae","#/ml","Total","","","","","","2014-10-03"
"9394","92179","FILINIA                 (4) USGS,ACL-77","Filinia","#/ml","Total","","","","","","2014-10-03"
"9395","92181","POMPHOLYX               (4) USGS,ACL-77","Pompholyx","#/ml","Total","","","","","","2014-10-03"
"9396","92182","TESTUDINELLA            (4) USGS,ACL-77","Testudinella","#/ml","Total","","","","","","2014-10-03"
"9397","92186","HEXARTHRA               (4) USGS,ACL-77","Hexarthra","#/ml","Total","","","","","","2014-10-03"
"9398","92193","PTYGURA                 (4) USGS,ACL-77","Ptygura","#/ml","Total","","","","","","2014-10-03"
"9399","92195","CONOCHILIDAE            (3) USGS,ACL-76","Conochilidae","#/ml","Total","","","","","","2014-10-03"
"9400","92196","CONOCHILOIDES           (4) USGS,ACL-77","Conochiloides","#/ml","Total","","","","","","2014-10-03"
"9401","92199","COLLOTHECACEAE          (2) USGS,ACL-76","Collothecaceae","#/ml","Total","","","","","","2014-10-03"
"9402","92200","COLLOTHECIDAE           (3) USGS,ACL-76","Collothecidae","#/ml","Total","","","","","","2014-10-03"
"9403","92207","NEMATODA                (0) USGS,ACL-74","Nematoda","count","Total","","","","","","2014-10-03"
"9404","92208","SECERNENTEA             (1) USGS,ACL-74","Secernentea","count","Total","","","","","","2014-10-03"
"9405","92209","Chlorophyll a, fluorometric method, corrected, area weighted average, micrograms per liter","Chlorophyll a","ug/l","","","","","","","2009-03-24"
"9406","92210","ADENOPHOREA             (1) USGS,ACL-74","Adenophorea","count","Total","","","","","","2014-10-03"
"9407","92213","Pheophytin a, fluorometric method, area weighted average, micrograms per liter","Pheophytin a","ug/l","","","","","","","2009-03-24"
"9408","92217","Chlorophyll a, fluorometric method, uncorrected, area weighted average, micrograms per liter","Chlorophyll a","ug/l","","","","","","","2008-02-21"
"9409","92220","CNIDARIA                (0) USGS,ACL-75","Cnidaria","count","Total","","","","","","2014-10-03"
"9410","92221","HYDROZOA                (1) USGS,ACL-77","Hydrozoa","count","Total","","","","","","2014-10-03"
"9411","92222","HYDROIDA                (2) USGS,ACL-76","Hydroida","count","Total","","","","","","2014-10-03"
"9412","92223","CLAVIDAE                (3) USGS,ACL-76","Clavidae","count","Total","","","","","","2014-10-03"
"9413","92224","CORDYLOPHORA            (4) USGS,ACL-76","Cordylophora","count","Total","","","","","","2014-10-03"
"9414","92225","C.LACUSTRIS             (5) USGS,ACL-75","Cordylophora lacustris","count","Total","","","","","","2014-10-03"
"9415","92226","HYDRIDAE                (3) USGS,ACL-76","Hydridae","count","Total","","","","","","2014-10-03"
"9416","92227","HYDRA                   (4) USGS,ACL-76","Hydra","count","Total","","","","","","2014-10-03"
"9417","92229","CHLOROHYDRA             (4) USGS,ACL-76","Chlorohydra","count","Total","","","","","","2014-10-03"
"9418","92237","SCYPHOZOA               (1) USGS,ACL-77","Scyphozoa","count","Total","","","","","","2014-10-03"
"9419","92238","ANTHOZOA                (1) USGS,ACL-77","Anthozoa","count","Total","","","","","","2014-10-03"
"9420","92242","PLATYHELMINTHES         (0) USGS,ACL-74","Platyhelminthes","count","Total","","","","","","2014-10-03"
"9421","92243","TURBELLARIA             (1) USGS,ACL-74","Turbellaria","count","Total","","","","","","2014-10-03"
"9422","92244","TRICLADIDA              (2) USGS,ACL-74","Tricladida","count","Total","","","","","","2014-10-03"
"9423","92245","PLANARIIDAE             (3) USGS,ACL-74","Planariidae","count","Total","","","","","","2014-10-03"
"9424","92246","DUGESIA                 (4) USGS,ACL-77","Dugesia","count","Total","","","","","","2014-10-03"
"9425","92247","POLYCELIS               (4) USGS,ACL-78","Polycelis","count","Total","","","","","","2014-10-03"
"9426","92250","DENDROCOELIDAE          (3) USGS,ACL-74","Dendrocoelidae","count","Total","","","","","","2014-10-03"
"9427","92263","NEMATOMORPHA            (0) USGS,ACL-74","Nematomorpha","count","Total","","","","","","2014-10-03"
"9428","92265","ANNELIDA                (0) USGS,ACL-74","Annelida","count","Total","","","","","","2014-10-03"
"9429","92266","OLIGOCHAETA             (1) USGS,ACL-74","Oligochaeta","count","Total","","","","","","2014-10-03"
"9430","92268","TUBIFICIDAE             (3) USGS,ACL-74","Tubificidae","count","Total","","","","","","2014-10-03"
"9431","92269","LIMNODRILUS             (4) USGS,ACL-74","Limnodrilus","count","Total","","","","","","2014-10-03"
"9432","92270","TUBIFEX                 (4) USGS,ACL-74","Tubifex","count","Total","","","","","","2014-10-03"
"9433","92271","ILYODRILUS              (4) USGS,ACL-74","Ilyodrilus","count","Total","","","","","","2014-10-03"
"9434","92272","AULODRILUS              (4) USGS,ACL-76","Aulodrilus","count","Total","","","","","","2014-10-03"
"9435","92274","BRANCHIURA              (4) USGS,ACL-76","Branchiura","count","Total","","","","","","2014-10-03"
"9436","92275","CLITELLIO               (4) USGS,ACL-76","Clitellio","count","Total","","","","","","2014-10-03"
"9437","92276","PELOSCOLEX              (4) USGS,ACL-76","Peloscolex","count","Total","","","","","","2014-10-03"
"9438","92277","POTAMOTHRIX             (4) USGS,ACL-76","Potamothrix","count","Total","","","","","","2014-10-03"
"9439","92278","RHYACODRILUS            (4) USGS,ACL-76","Rhyacodrilus","count","Total","","","","","","2014-10-03"
"9440","92279","SMITHSONIDRILUS         (4) USGS,ACL-76","Smithsonidrilus","count","Total","","","","","","2014-10-03"
"9441","92281","NAIDIDAE                (3) USGS,ACL-74","Naididae","count","Total","","","","","","2014-10-03"
"9442","92282","NAIS                    (4) USGS,ACL-74","Nais","count","Total","","","","","","2014-10-03"
"9443","92284","STYLARIA                (4) USGS,ACL-76","Stylaria","count","Total","","","","","","2014-10-03"
"9444","92285","CHAETOGASTER            (4) USGS,ACL-76","Chaetogaster","count","Total","","","","","","2014-10-03"
"9445","92286","DERO                    (4) USGS,ACL-76","Dero","count","Total","","","","","","2014-10-03"
"9446","92287","PRISTINA                (4) USGS,ACL-76","Pristina","count","Total","","","","","","2014-10-03"
"9447","92288","SLAVINA                 (4) USGS,ACL-76","Slavina","count","Total","","","","","","2014-10-03"
"9448","92289","SPECARIA                (4) USGS,ACL-76","Specaria","count","Total","","","","","","2014-10-03"
"9449","92291","AEOLOSOMATIDAE          (3) USGS,ACL-74","Aeolosomatidae","count","Total","","","","","","2014-10-03"
"9450","92292","AEOLOSOMA               (4) USGS,ACL-76","Aeolosoma","count","Total","","","","","","2014-10-03"
"9451","92294","ENCHYTRAEIDAE           (3) USGS,ACL-74","Enchytraeidae","count","Total","","","","","","2014-10-03"
"9452","92305","BRANCHIOBDELLIDAE       (3) USGS,ACL-74","Branchiobdellidae","count","Total","","","","","","2014-10-03"
"9453","92309","LUMBRICULIDAE           (3) USGS,ACL-74","Lumbriculidae","count","Total","","","","","","2014-10-03"
"9454","92310","LUMBRICULUS             (4) GRUBE,1844","Lumbriculus","count","Total","","","","","","2014-10-03"
"9455","92312","SUTROA                  (4) EISEN,1888","Sutroa","count","Total","","","","","","2014-10-03"
"9456","92315","RHYNCHELMIS             (4) HOFFMEI,1843","Rhynchelmis","count","Total","","","","","","2014-10-03"
"9457","92319","STYLODRILUS             (4) PENNAK,1978","Stylodrilus","count","Total","","","","","","2014-10-03"
"9458","92322","HAPLOTAXIDAE            (3) USGS,ACL-74","Haplotaxidae","count","Total","","","","","","2014-10-03"
"9459","92330","HIRUDINEA               (1) USGS,ACL-74","Hirudinea","count","Total","","","","","","2014-10-03"
"9460","92331","RHYNCHOBDELLIDA         (2) USGS,ACL-74","Rhynchobdellida","count","Total","","","","","","2014-10-03"
"9461","92332","GLOSSIPHONIIDAE         (3) USGS,ACL-74","Glossiphoniidae","count","Total","","","","","","2014-10-03"
"9462","92333","ACTINOBDELLA            (4) USGS,ACL-75","Actinobdella","count","Total","","","","","","2014-10-03"
"9463","92334","BATRACOBDELLA           (4) USGS,ACL-75","Batracobdella","count","Total","","","","","","2014-10-03"
"9464","92335","GLOSSIPHONIA            (4) USGS,ACL-75","Glossiphonia","count","Total","","","","","","2014-10-03"
"9465","92336","HELOBDELLA              (4) USGS,ACL-75","Helobdella","count","Total","","","","","","2014-10-03"
"9466","92337","PLACOBDELLA             (4) USGS,ACL-75","Placobdella","count","Total","","","","","","2014-10-03"
"9467","92340","OLIGOBDELLA             (4) USGS,ACL-77","Oligobdella","count","Total","","","","","","2014-10-03"
"9468","92342","PISCICOLIDAE            (3) USGS,ACL-74","Piscicolidae","count","Total","","","","","","2014-10-03"
"9469","92344","PISCICOLA               (4) USGS,ACL-75","Piscicola","count","Total","","","","","","2014-10-03"
"9470","92346","PISCICOLARIA            (4) USGS,ACL-75","Piscicolaria","count","Total","","","","","","2014-10-03"
"9471","92347","MYZOBDELLA              (4) USGS,ACL-77","Myzobdella","count","Total","","","","","","2014-10-03"
"9472","92350","GNATHOBDELLIDA          (2) USGS,ACL-74","Gnathobdellida","count","Total","","","","","","2014-10-03"
"9473","92353","MACROBDELLA             (4) USGS,ACL-76","Macrobdella","count","Total","","","","","","2014-10-03"
"9474","92355","PHILOBDELLA             (4) USGS,ACL-76","Philobdella","count","Total","","","","","","2014-10-03"
"9475","92358","PHARYNGOBDELLIDA        (2) USGS,ACL-74","Pharyngobdellida","count","Total","","","","","","2014-10-03"
"9476","92359","ERPOBDELLIDAE           (3) USGS,ACL-74","Erpobdellidae","count","Total","","","","","","2014-10-03"
"9477","92360","DINA                    (4) USGS,ACL-76","Dina","count","Total","","","","","","2014-10-03"
"9478","92361","ERPOBDELLA              (4) USGS,ACL-76","Erpobdella","count","Total","","","","","","2014-10-03"
"9479","92362","NEPHELOPSIS             (4) USGS,ACL-76","Nephelopsis","count","Total","","","","","","2014-10-03"
"9480","92372","PHYLLODOCIDAE           (3) USGS,ACL-76","Phyllodocidae","count","Total","","","","","","2014-10-03"
"9481","92373","ETEONE                  (4) USGS,ACL-76","Eteone","count","Total","","","","","","2014-10-03"
"9482","92374","ANAITIDES               (4) USGS,ACL-77","Anaitides","count","Total","","","","","","2014-10-03"
"9483","92375","ALCIOPIDAE              (3) USGS,ACL-76","Alciopidae","count","Total","","","","","","2014-10-03"
"9484","92378","APHRODITIDAE            (3) USGS,ACL-76","Aphroditidae","count","Total","","","","","","2014-10-03"
"9485","92379","POLYNOIDAE              (3) USGS,ACL-76","Polynoidae","count","Total","","","","","","2014-10-03"
"9486","92380","SIGALIONIDAE            (3) USGS,ACL-76","Sigalionidae","count","Total","","","","","","2014-10-03"
"9487","92381","CHRYSOPETALIDAE         (3) USGS,ACL-76","Chrysopetalidae","count","Total","","","","","","2014-10-03"
"9488","92382","GLYCERIDAE              (3) USGS,ACL-76","Glyceridae","count","Total","","","","","","2014-10-03"
"9489","92383","GLYCERA                 (4) USGS,ACL-76","Glycera","count","Total","","","","","","2014-10-03"
"9490","92384","GONIADIDAE              (3) USGS,ACL-76","Goniadidae","count","Total","","","","","","2014-10-03"
"9491","92385","SPHAERODORIDAE          (3) USGS,ACL-76","Sphaerodoridae","count","Total","","","","","","2014-10-03"
"9492","92386","NEPHTYIDAE              (3) USGS,ACL-76","Nephtyidae","count","Total","","","","","","2014-10-03"
"9493","92387","SYLLIDAE                (3) USGS,ACL-76","Syllidae","count","Total","","","","","","2014-10-03"
"9494","92388","HESIONIDAE              (3) USGS,ACL-76","Hesionidae","count","Total","","","","","","2014-10-03"
"9495","92389","PILARGIDAE              (3) USGS,ACL-76","Pilargidae","count","Total","","","","","","2014-10-03"
"9496","92391","NEREIS                  (4) USGS,ACL-76","Nereis","count","Total","","","","","","2014-10-03"
"9497","92394","CAPITELLIDAE            (3) USGS,ACL-76","Capitellidae","count","Total","","","","","","2014-10-03"
"9498","92395","ARENICOLIDAE            (3) USGS,ACL-76","Arenicolidae","count","Total","","","","","","2014-10-03"
"9499","92397","MALDANIDAE              (3) USGS,ACL-76","Maldanidae","count","Total","","","","","","2014-10-03"
"9500","92398","AXIOTHELLA              (4) USGS,ACL-76","Axiothella","count","Total","","","","","","2014-10-03"
"9501","92399","OPHELIIDAE              (3) USGS,ACL-76","Opheliidae","count","Total","","","","","","2014-10-03"
"9502","92401","STERNASPIDAE            (3) USGS,ACL-76","Sternaspidae","count","Total","","","","","","2014-10-03"
"9503","92403","SPIONIDAE               (3) USGS,ACL-76","Spionidae","count","Total","","","","","","2014-10-03"
"9504","92404","TROCHOCHAETIDAE         (3) USGS,ACL-76","Trochochaetidae","count","Total","","","","","","2014-10-03"
"9505","92405","PARAONIDAE              (3) USGS,ACL-76","Paraonidae","count","Total","","","","","","2014-10-03"
"9506","92406","APISTOBRANCHIDAE        (3) USGS,ACL-76","Apistobranchidae","count","Total","","","","","","2014-10-03"
"9507","92407","CHAETOPTERIDAE          (3) USGS,ACL-76","Chaetopteridae","count","Total","","","","","","2014-10-03"
"9508","92408","SABELLARIIDAE           (3) USGS,ACL-76","Sabellariidae","count","Total","","","","","","2014-10-03"
"9509","92410","ONUPHIDAE               (3) USGS,ACL-76","Onuphidae","count","Total","","","","","","2014-10-03"
"9510","92411","EUNICIDAE               (3) USGS,ACL-76","Eunicidae","count","Total","","","","","","2014-10-03"
"9511","92413","ARABELLIDAE             (3) USGS,ACL-76","Arabellidae","count","Total","","","","","","2014-10-03"
"9512","92414","DORVILLEIDAE            (3) USGS,ACL-76","Dorvilleidae","count","Total","","","","","","2014-10-03"
"9513","92416","AMPHINOMIDAE            (3) USGS,ACL-76","Amphinomidae","count","Total","","","","","","2014-10-03"
"9514","92417","EUPHROSINIDAE           (3) USGS,ACL-76","Euphrosinidae","count","Total","","","","","","2014-10-03"
"9515","92420","MAGELONIDAE             (3) USGS,ACL-76","Magelonidae","count","Total","","","","","","2014-10-03"
"9516","92422","ORBINIIDAE              (3) USGS,ACL-76","Orbiniidae","count","Total","","","","","","2014-10-03"
"9517","92424","NAINERIS                (4) USGS,ACL-77","Naineris","count","Total","","","","","","2014-10-03"
"9518","92425","ORBINIA                 (4) USGS,ACL-77","Orbinia","count","Total","","","","","","2014-10-03"
"9519","92426","HAPLOSCOLOPLOS          (4) USGS,ACL-77","Haploscoloplos","count","Total","","","","","","2014-10-03"
"9520","92427","SCOLOPLOS               (4) USGS,ACL-77","Scoloplos","count","Total","","","","","","2014-10-03"
"9521","92429","CIRRATULIDAE            (3) USGS,ACL-76","Cirratulidae","count","Total","","","","","","2014-10-03"
"9522","92430","CIRRIFORMIA             (4) USGS,ACL-77","Cirriformia","count","Total","","","","","","2014-10-03"
